Kanji,strokes,grade,freq,jlpt_old,jlpt_new,meanings,readings_on,readings_kun,wk_level,wk_meanings,wk_readings_on,wk_readings_kun,wk_radicals
錏,16,,,,,"['Armour Havelock', 'Helmet Neck Guard']","['あ', 'え']","['しろこ', 'しころ']",,,,,
鋺,16,,,,,['Metal Bowl'],['えん'],['かなまり'],,,,,
鍄,16,,,,,"['Kind Of Percussion Instrument', 'Clamp']","['りょう', 'きょう']",[],,,,,
錮,16,8.0,,,,"['Confinement', 'To Tie']",['こ'],['ふさ.ぐ'],,,,,
錙,16,,,,,"['Unit Of Weight', 'Small', 'Slight']",['し'],[],,,,,
錢,16,,,,,['100th Of Yen'],['せん'],"['ぜに', 'すき']",,,,,
錚,16,,,,,['Gong'],['そう'],[],,,,,
錣,16,,,,,['Armor Neckplates'],"['てつ', 'てい']",['しころ'],,,,,
錺,15,,,,,"['Metal Jewelry', '(kokuji)']",[],['かざり'],,,,,
錵,15,,,,,"['Holmium', 'Pattern On Sword Blade']",['か'],['にえ'],,,,,
錻,16,,,,,"['Tin Plate', '(kokuji)']",['ぶ'],[],,,,,
鍜,17,,,,,['Armour Neck Plates'],['か'],[],,,,,
鍠,17,,,,,['Sound Of Bells And Drums'],['こう'],[],,,,,
鍼,17,,2338.0,,,['Needle'],['しん'],"['はり', 'さ.す']",,,,,
鍮,17,,,,,['Brass'],"['ちゅう', 'とう']",[],,,,,
鍖,17,,,,,['Unsatisfactory'],['ちん'],[],,,,,
鎰,18,,,,,['Unit Of Weight'],['いつ'],['かぎ'],,,,,
鎬,18,,,,,['Sword-blade Ridges'],['こう'],"['しのぎ', 'なべ']",,,,,
鎭,18,10.0,,,,['Ancient Peace-preservation Centers'],['ちん'],"['しず.める', 'しず.まる', 'おさえ']",,,,,
鎔,18,,,,,"['Fuse', 'Melt']",['よう'],"['と.ける', 'と.かす', 'いがた']",,,,,
鎹,18,,,,,"['Clamp', '(kokuji)']",[],['かすがい'],,,,,
鏖,19,,,,,"['Massacre', 'Annihilation']",['おう'],['みなごろ.し'],,,,,
鏗,20,,,,,['Clinking Sound'],['こう'],['つく'],,,,,
鏨,19,,,,,['Cold Chisel'],"['さん', 'ざん']",['たがね'],,,,,
鏥,19,,,,,"['Rust', 'Corrosion']",['しゅう'],['さび'],,,,,
鏘,19,,,,,['Tinkling Of Jade Or Metal Pendants'],"['そう', 'しょう']",[],,,,,
鏃,19,,,,,"['Arrowhead', 'Barb']","['そく', 'ぞく']",['やじり'],,,,,
鏝,19,,,,,"['Soldering Iron', 'Trowel', 'Curling Iron', 'Flat Iron']",['まん'],['こて'],,,,,
鏐,19,,,,,['Gold'],['りゅう'],[],,,,,
鏈,19,,,,,"['Chain', 'Irons', 'Connection']",['れん'],['くさり'],,,,,
鏤,19,,,,,"['Inlay', 'Set', 'Mount']","['る', 'ろう']",['ちりば.める'],,,,,
鐚,20,,,,,['Coin Of Smallest Value'],"['わ', 'あ']","['びた', 'しころ']",,,,,
鐔,20,,,,,"['Sword Guard', 'Hilt']","['たん', 'しん']",['つば'],,,,,
鐓,20,,,,,"['Ferrule', 'Butt End']",['たい'],['いしづき'],,,,,
鐃,20,,,,,['Gong'],"['どう', 'にょう']",['どら'],,,,,
鐇,20,,,,,"['Hatchet', 'Vanadium']",['はん'],[],,,,,
鐐,20,,,,,"['Silver', 'Platinum', 'Chains']",['りょう'],['あしかせ'],,,,,
鐶,21,,,,,"['Metal Ring', 'Link', 'Drawer Pull']",['かん'],"['たまき', 'わ']",,,,,
鐫,20,,,,,"['Carve', 'Engrave', 'Chisel']",['せん'],"['ほ.る', 'え.る', 'き.る', 'のみ']",,,,,
鐵,21,,,,,['Iron'],['てつ'],['くろがね'],,,,,
鐡,20,,,,,['Iron'],['てつ'],['くろがね'],,,,,
鐺,21,,,,,"['Chain', 'Tip Of A Scabbard', 'Flatiron']","['と', 'そう', 'とう']","['くさり', 'こじり', 'こて', 'なべ']",,,,,
鑁,22,,,,,['Name'],['ばん'],[],,,,,
鑒,23,,,,,"['Take Warning From', 'Learn From', 'Pattern', 'Example']",['かん'],"['かんが.みる', 'かがみ']",,,,,
鑄,22,10.0,,,,"['Cast', 'Mint']","['ちゅう', 'しゅ', 'しゅう']",['い.る'],,,,,
鑛,23,,,,,['Ore'],['こう'],['あらがね'],,,,,
鑠,23,,,,,"['Melt', 'Be Charmed', 'Captivated']",['しゃく'],"['とろ.かす', 'と.かす']",,,,,
鑢,23,,,,,"['File', 'Rasp']","['ろ', 'りょ']",['やすり'],,,,,
鑞,23,,,,,['Solder'],['ろう'],[],,,,,
鑪,24,,,,,"['Hearth', 'Fireplace', 'Furnace']",['ろ'],['いろり'],,,,,
鈩,12,,,,,"['Hearth', 'Fireplace', 'Furnace']",['ろ'],['いろり'],,,,,
鑰,25,,,,,['Lock'],['やく'],['かぎ'],,,,,
鑵,25,,,,,['Steam Boiler'],['かん'],['かま'],,,,,
鑷,26,,,,,"['Pluck Hair', 'Tweezers']","['せつ', 'じょう', 'にょう']",['けぬき'],,,,,
鑽,27,,,,,['Make Fire By Rubbing Sticks'],['さん'],['き.る'],,,,,
鑚,23,,,,,['Make Fire By Rubbing Sticks'],['さん'],['き.る'],,,,,
鑼,27,,,,,['Gong'],['ら'],['どら'],,,,,
鑾,27,,,,,"[""Bells On Emperor's Carriage""]",['らん'],['すず'],,,,,
钁,28,,,,,['Hoe'],"['かく', 'きゃく']",[],,,,,
鑿,28,,,,,['Chisel'],['さく'],"['のみ', 'うが.つ']",,,,,
閂,9,,,,,['Gate Bar'],"['さん', 'せん']",['かんぬき'],,,,,
閇,11,,,,,"['Shut', 'Close', 'Obstruct', 'Block Up']",['へい'],"['と.じる', 'と.ざす', 'し.める', 'し.まる', 'た.てる']",,,,,
閊,11,,,,,"['To Be Obstructed', 'To Be Blocked', '(kokuji)']",[],['つか.える'],,,,,
閔,12,,,,,"['Grieve', 'Be Sad', 'Pity']","['びん', 'みん']","['あわ.れむ', 'うれ.える']",,,,,
閖,12,,,,,"['Shake While Rinsing', 'Pan For Gold', '(kokuji)']",[],"['ゆり', 'ゆ.る', 'ゆ.れる']",,,,,
閘,13,,,,,"['Water Gate', 'Lock']",['こう'],['ひのくち'],,,,,
閙,13,,,,,['Noisy'],"['どう', 'とう']",['さわが.しい'],,,,,
閠,13,,,,,"['Intercalation', 'Illegitimate Throne']","['けい', 'ぎょく', 'じゅん']",['うるう'],,,,,
閨,14,,,,,['Bedroom'],"['けい', 'け']",['ねや'],,,,,
閧,14,,,,,['War Cry'],['こう'],['とき'],,,,,
閭,15,,,,,['Rural Area'],"['りょ', 'ろ']",['さと'],,,,,
閼,16,,,,,"['Obstruct', 'Conceal']","['あ', 'あつ', 'えん', 'よ']","['とど.める', 'ふさ.ぐ']",,,,,
閻,16,,,,,['Town'],['えん'],[],,,,,
閹,16,,,,,['Eunuch'],"['えん', 'あん']",['おお.う'],,,,,
閾,16,,,,,['Threshold'],"['しき', 'いき', 'きょく', 'よく']","['くぎり', 'しきい']",,,,,
闊,17,,2406.0,,,['Wide'],['かつ'],['ひろ.い'],,,,,
濶,17,,,,,['Wide'],['かつ'],['ひろ.い'],,,,,
闃,17,,,,,"['Quiet', 'Still']","['げき', 'けき']","['しずか', 'ひっそり']",,,,,
闍,17,,,,,"['Watchtower', 'Used Phonetically']","['と', 'じゃ']",[],,,,,
闌,17,,,,,"['Rise High', 'Be Well Along']",['らん'],"['た.ける', 'たけなわ', 'てすり']",,,,,
闕,18,,,,,"['Lack', 'Gap', 'Fail', 'Imperial Palace']",['けつ'],['か.ける'],,,,,
闔,18,,,,,['Doors'],['こう'],['とびら'],,,,,
闖,18,,,,,['Inquire About'],['ちん'],['うかが.う'],,,,,
關,19,,,,,"['Connection', 'Barrier', 'Gateway', 'Involve', 'Concerning']",['かん'],"['せき', 'かか.わる', 'からくり', 'かんぬき']",,,,,
闡,20,,,,,['Clarify'],['せん'],['みち.る'],,,,,
闥,21,,,,,['Gate'],"['たつ', 'たち']",[],,,,,
闢,21,,,,,['Open'],"['へき', 'びゃく']",['ひら.く'],,,,,
阡,6,,,,,['Thousand'],['せん'],[],,,,,
阨,7,,,,,"['Obstruct', 'Distress', 'Narrow']","['やく', 'あい', 'あく']","['せま.い', 'ふさが.る', 'せま.る']",,,,,
阮,7,,,,,['Place Name'],['げん'],[],,,,,
阯,7,,,,,"['Foundation', 'Site', 'Address']",['し'],['あと'],,,,,
陂,8,,,,,"['Levee', 'Embankment', 'Hill', 'Slope']","['ひ', 'は']",['つつみ'],,,,,
陌,9,,,,,"['East-west Path Between Paddies', 'Road']",['はく'],"['まち', 'みち']",,,,,
陏,9,,,,,"['Melon', 'Wrap']",['だ'],['ずい'],,,,,
陋,9,,,,,"['Narrowness', 'Meanness', 'Humbleness']",['ろう'],"['いや.しい', 'せま.い']",,,,,
陷,11,10.0,,,,"['Fall Into', 'Cave In', 'Fall (castle)', 'Slide Into']",['かん'],"['おちい.る', 'おとしい.れる']",,,,,
陜,10,,,,,['Narrow'],"['きょう', 'こう']",['せま.い'],,,,,
陞,10,,,,,"['Go Up', 'Climb']",['しょう'],['のぼ.る'],,,,,
陝,10,,,,,['Place Name'],['せん'],[],,,,,
陟,11,,,,,"['Climb', 'Rise']","['ちょく', 'とく']","['すす.む', 'のぼ.る']",,,,,
陦,10,,,,,['Island'],"['とう', 'ちょう']",['しま'],,,,,
陲,11,,,,,['Boundary'],['すい'],['ほとり'],,,,,
陬,11,,,,,['Corner'],"['すう', 'しゅう']",['すみ'],,,,,
隍,12,,,,,['Dry Moat'],['こう'],['ほり'],,,,,
隘,13,,,,,"['Narrow', 'Obstruct']","['あい', 'やく']",['せま.い'],,,,,
隕,13,,,,,['Fall'],"['いん', 'えん', 'うん']",['おち.る'],,,,,
隗,13,,,,,"['High', 'Steep']",['かい'],['けわ.しい'],,,,,
險,16,10.0,,,,"['Inaccessible Place', 'Impregnable Position', 'Steep Place', 'Sharp Eyes']",['けん'],['けわ.しい'],,,,,
隧,15,,,,,"['Fall', 'Go Around']","['すい', 'つい']",['みち'],,,,,
隱,17,,,,,"['Hide', 'Conceal', 'Cover']","['いん', 'おん']","['かく.す', 'かく.れる', 'よ.る']",,,,,
隲,17,,,,,"['Stallion', 'Climb', 'Make']","['ちょく', 'しつ']",['のぼ.る'],,,,,
隰,17,,,,,"['Be Moist', 'Be Wet']","['しつ', 'しゅう']",['さわ'],,,,,
隴,19,,,,,"['Hill', 'Mound']","['ろう', 'りょう']",['おか'],,,,,
隶,8,,,,,"['Extend', 'Give', 'Cast', 'Slave Radical (no. 171)']",['たい'],[],,,,,
隸,17,,,,,"['Servant', 'Prisoner', 'Criminal', 'Follower']",['れい'],"['したが.う', 'しもべ']",,,,,
隹,8,,,,,"['Bird', 'Old Bird Radical (no. 172)']","['さい', 'すい']",['とり'],,,,,
雎,13,,,,,['Osprey'],['しょ'],[],,,,,
雋,12,,,,,['Excel'],"['しゅん', 'せん']",['すぐ.れる'],,,,,
雉,13,,,,,['Pheasant'],"['じ', 'ち']",['きじ'],,,,,
雍,13,,,,,"['Softening', 'Mitigation']","['よう', 'ゆ']","['ふさ.ぐ', 'やわら.ぐ']",,,,,
襍,17,,,,,"['Mixed', 'Blended', 'Mix', 'Mingle']","['ざつ', 'ぞう']","['まじ.える', 'まじ.る']",,,,,
雜,18,10.0,,,,"['Mixed', 'Blended', 'Mix', 'Mingle']","['ざつ', 'ぞう']","['まじ.える', 'まじ.る']",,,,,
霍,16,,,,,"['Quick', 'Sudden']",['かく'],['にわか'],,,,,
雕,16,,,,,['Carving'],['ちょう'],"['きざ.む', 'わし', 'ほ.る']",,,,,
雹,13,,,,,['Hail'],"['はく', 'ひょく', 'ぼく']",['ひょう'],,,,,
霄,15,,,,,['Sky'],['しょう'],['そら'],,,,,
霆,15,,,,,"['Lightning', 'Thunder']",['てい'],['いかづち'],,,,,
霈,16,,,,,"['Big Rain', 'Long Rainy Spell']",['はい'],['ひさめ'],,,,,
霓,16,,,,,['Rainbow'],['げい'],['にじ'],,,,,
霎,16,,,,,"['Light Rain', 'Short While']","['しょう', 'そう']",[],,,,,
霑,16,,,,,"['Moisten', 'Water', 'Soak']",['てん'],"['うるお.う', 'うるお.い']",,,,,
霏,16,,,,,['Falling Rain Or Snow'],['ひ'],['もや'],,,,,
霖,16,,,,,['Long Rainy Spell'],['りん'],"['ながあめ', 'ながめ']",,,,,
霙,16,,,,,['Sleet'],"['えい', 'よう']",['みぞれ'],,,,,
霤,18,,,,,"['Raindrops Falling From The Eaves', 'Eaves']",['りゅう'],['あまだれ'],,,,,
霪,19,,,,,['Rain Lasting At Least Ten Days'],['いん'],[],,,,,
霰,20,,,,,"['Hail', 'Hailstones', 'Small Cubes']","['せん', 'さん']",['あられ'],,,,,
霹,21,,,,,['Thunder'],"['へき', 'ひゃく']",[],,,,,
霽,22,,,,,['Clear Up'],"['せい', 'さい']","['は.れる', 'は.らす']",,,,,
霾,22,,,,,['Wind-blown Dust Falling Like Rain'],['ばい'],['つちふる'],,,,,
靄,24,,,,,"['Mist', 'Haze', 'Fog']",['あい'],['もや'],,,,,
靆,24,,,,,['Cloud Cover'],['たい'],[],,,,,
靈,24,,,,,"['Soul', 'Spirit']","['れい', 'りょう']",['たま'],,,,,
靂,24,,,,,"['Violent', 'Thunder', 'Lightening']",['れき'],[],,,,,
靉,25,,,,,['Clouds'],"['あい', 'い']",[],,,,,
靜,16,10.0,,,,['Quiet'],"['せい', 'じょう']","['しず-', 'しず.か', 'しず.まる', 'しず.める']",,,,,
靠,15,,,,,['Lean On'],['こう'],"['もた.れる', 'たが.う', 'よ.る']",,,,,
靤,14,,,,,['Pimple'],['ほう'],['にきび'],,,,,
靦,16,,,,,['Unashamed'],['てん'],[],,,,,
靨,23,,,,,['Dimple'],['よう'],['えくぼ'],,,,,
勒,11,,,,,['Halter And Bit'],['ろく'],['くつわ'],,,,,
靫,12,,,,,['Quiver'],"['じん', 'にん', 'さ', 'さい', 'さつ']","['うつぼ', 'うつお', 'しな.やか', 'ゆぎ']",,,,,
靱,12,,,,,"['Soft', 'Pliable', 'Quiver']","['じん', 'にん', 'さ', 'さい', 'さつ']","['うつぼ', 'うつお', 'しな.やか', 'ゆぎ']",,,,,
靹,13,,,,,"[""Archer's Arm Protector""]",['けつ'],[],,,,,
鞅,14,,,,,"['Martingale', 'Breast Harness', 'Saddle Girth', 'Fetter', 'Shackle', 'Carry On Back']","['おう', 'よう']",['むながい'],,,,,
靼,14,,,,,"['Tanned Leather', 'Smooth Leather']","['たん', 'たち', 'たつ']","['なめ.す', 'なめしがわ']",,,,,
鞁,14,,,,,"['Reins', 'Saddle Cover']",['ひ'],[],,,,,
靺,14,,,,,"['Leather Tabi', 'Tungusic Tribe']","['まつ', 'ばつ']",[],,,,,
鞆,14,,,,,"[""Archer's Arm Protector"", '(kokuji)']",[],['とも'],,,,,
鞋,15,,,,,['Straw Sandals'],"['あい', 'かい']","['わらじ', 'くつ']",,,,,
鞏,15,,,,,"['Hard', 'Firm']",['きょう'],['かたい'],,,,,
鞐,15,,,,,"['Clamp', 'Fastener', '(kokuji)']",[],['こはぜ'],,,,,
鞜,17,,,,,"['Shoes', 'Boots']",['とう'],['くつ'],,,,,
鞨,18,,,,,"['Leather Boots', 'Drum', 'Tribe Name']","['かつ', 'がち', 'せつ', 'ぜち']",['かわぐつ'],,,,,
鞦,18,,,,,['Swing'],['しゅう'],"['ふらん.に', 'しりがい']",,,,,
鞣,18,,,,,['Tanned Leather'],"['じゅう', 'にゅう']","['なめ.す', 'なめしがわ']",,,,,
鞳,18,,,,,['Rumbling'],['とう'],[],,,,,
鞴,19,,,,,['Bellows'],"['ひ', 'び', 'ふく']",['ふいご'],,,,,
韃,22,,,,,"['Whip', 'Region Name']","['だつ', 'たつ']",[],,,,,
韆,24,,,,,"['Swing', 'Trapeze']",['せん'],[],,,,,
韈,23,,,,,"['Tabi', 'Socks', 'Stockings']","['べつ', 'もち', 'ばつ', 'まち']",['しとうず'],,,,,
韋,10,,,,,['Tanned Leather Radical (no. 178)'],['い'],['そむ.く'],,,,,
韜,20,,,,,"['Bag', 'Wrapping']",['とう'],"['ゆぶくろ', 'ゆみぶくろ', 'つつ.む']",,,,,
韭,9,,,,,['Leek Radical (no. 179)'],"['きゅう', 'く']",[],,,,,
齏,23,,,,,['Dishes Seasoned With Vinegar Or Miso'],"['せい', 'さい']","['あえもの', 'なます', 'あ.える']",,,,,
韲,19,,,,,['Dress (salad) Vegetables'],"['せい', 'さい']","['あえもの', 'なます', 'あ.える']",,,,,
竟,11,,,,,"['End', 'Finally']","['きょう', 'けい']","['おわ.る', 'ついに', 'わた.る']",,,,,
韶,14,,,,,"['Beautiful', ""Emperor Shun's Music""]",['しょう'],[],,,,,
韵,13,,,,,"['Rhyme', 'Vowel']",['いん'],['ひびき'],,,,,
頏,13,,,,,"['Alight', 'Land', 'Throat', 'Neck']",['こう'],['のど'],,,,,
頌,13,9.0,,1.0,1.0,['Eulogy'],"['しょう', 'じゅ', 'よう']","['かたち', 'たた.える', 'ほめ.る']",,,,,
頸,16,,,,,"['Neck', 'Head']",['けい'],['くび'],,,,,
頤,15,,,,,"['Chin', 'Jaw']",['い'],"['おとがい', 'あご']",,,,,
頡,15,,,,,"['Take Wing', 'Fly Up']","['けつ', 'きつ', 'かつ', 'けち']",[],,,,,
頷,16,,,,,['Nod Approval'],"['がん', 'かん']","['うなず.く', 'あご']",,,,,
頽,16,,,,,"['Decline', 'Slide']",['たい'],['くず.れる'],,,,,
顆,17,,,,,['Grain (e.g. Rice)'],['か'],['つ.ぶ'],,,,,
顏,18,,,,,"['Face', 'Expression']",['がん'],['かお'],,,,,
顋,18,,,,,"['Lower Part Of Face', 'Jaw', 'Gills Of A Fish']",['さい'],"['あご', 'えら']",,,,,
顫,22,,,,,['Shudder'],['せん'],['ふる.える'],,,,,
顯,23,10.0,,,,"['Manifest', 'Display', 'Evident', 'Clear']",['けん'],"['あきらか', 'あらわ.れる']",,,,,
顰,24,,,,,"['Scowl', 'Raise Eyebrows']",['ひん'],"['ひそ.める', 'しか.める']",,,,,
顱,25,,,,,"['Head', 'Skull']",['ろ'],"['かしら', 'あたま']",,,,,
顴,26,,,,,['Cheekbone'],"['けん', 'かん']",[],,,,,
顳,27,,,,,['Temple (of Head)'],['しょう'],[],,,,,
颪,12,,,,,"['Wind From Mountains', '(kokuji)']",[],['おろし'],,,,,
颱,14,,,,,['Typhoon'],['たい'],[],,,,,
颶,17,,,,,['Storm'],"['ぐ', 'く']",[],,,,,
飄,20,,,,,"['Turn Over', 'Wave']",['ひょう'],"['ひるが.える', 'つむじかぜ']",,,,,
飃,20,,,,,"['Whirlwind', 'Cyclone', 'Floating']",['ひょう'],"['ひるが.える', 'つむじかぜ']",,,,,
飆,21,,,,,['Whirlwind'],['ひょう'],['つむじかぜ'],,,,,
飩,13,,,,,['Japanese Noodles'],"['どん', 'とん']",[],,,,,
飫,13,,,,,['Satiety'],"['よう', 'お', 'よ']",['あき.る'],,,,,
餃,15,,,,,['Gyoza'],"['ぎょう', 'きょう', 'こう']",[],,,,,
餉,15,,,,,['(dried) Boiled Rice'],['しょう'],"['け', 'かれい', 'かれい.い', 'べんとう']",,,,,
餒,16,,,,,"['Hunger', 'Spoil']","['だい', 'い']",['う.える'],,,,,
餔,16,,,,,"['Eat', 'Late Afternoon Meal']","['ほ', 'ふ']","['く.う', 'ゆうめし']",,,,,
餘,16,,,,,"['Surplus', 'Excess', 'Remainder']",['よ'],"['あま.る', 'あま.り', 'あま.す']",,,,,
餡,17,,,,,['Bean Jam'],"['あん', 'かん']",[],,,,,
餝,16,,,,,"['Decorate', 'Ornament', 'Adorn', 'Embellish']","['こう', 'しき', 'しょく']","['かざり', 'かざ.る']",,,,,
餞,17,,,,,['Farewell Gift'],['せん'],['はなむけ'],,,,,
餤,17,,,,,"['Eat', 'Feed', 'Advance', 'Lure', 'Incite', 'Food Baked In Dough']",['たん'],[],,,,,
餠,17,,,,,['Rice Cake'],"['へい', 'ひょう']","['もち', 'もちい']",,,,,
餬,18,,,,,['Rice Broth'],['こ'],['かゆ'],,,,,
餮,18,,,,,"['Voracious', 'Gluttonous']",['てつ'],['むさぼ.る'],,,,,
餽,19,,,,,"['Give', 'Provide']",['き'],['おく.る'],,,,,
餾,19,,,,,['Steaming Rice'],['りゅう'],[],,,,,
饂,19,,,,,"['Japanese Noodles', '(kokuji)']",['うん'],['うどん'],,,,,
饉,20,,,,,['Hunger'],['きん'],['う.える'],,,,,
饅,20,,,,,"['Bean-jam Dumpling', 'Manjuu']",['まん'],[],,,,,
饐,21,,,,,"['Go Bad', 'Sour']","['い', 'えい', 'えつ']","['す.える', 'むせ.ぶ']",,,,,
饋,21,,,,,"['Give', 'Provide', 'Offer']",['き'],['おく.る'],,,,,
饑,21,,,,,"['Hunger', 'Thirst']",['き'],['う.える'],,,,,
饒,21,,,,,['Abundant'],"['じょう', 'にょう']",['ゆたか'],,,,,
饌,21,,,,,"['Food', 'Offering']","['せん', 'さん']",['そな.える'],,,,,
饕,22,,,,,"['Be Greedy', 'Be Ravenous']",['とう'],['むさぼ.る'],,,,,
馗,11,,,,,['Road'],['き'],[],,,,,
馘,17,,,,,"['Behead', 'Dismiss']","['かく', 'きょく']","['くびき.る', 'みみき.る']",,,,,
馥,18,,,,,['Perfume'],"['くく', 'ひょく', 'ふく']","['か', 'かお.る']",,,,,
馭,12,,,,,['Driving (horse)'],['ぎょ'],[],,,,,
馮,12,,,,,"['Displeasure', 'Proper Name']","['ひょう', 'ふ', 'ふう']","['たの.む', 'よ.る']",,,,,
馼,14,,,,,['Zebra With Yellow Eyes And Red Mane'],"['ぶん', 'もん']",[],,,,,
駟,15,,,,,['Four Horses'],['し'],[],,,,,
駛,15,,,,,['Run Fast'],['し'],"['は.せる', 'はや.い']",,,,,
駝,15,,,,,"['Hunchback', 'Load']","['だ', 'た']",['せむし'],,,,,
駘,15,,,,,['Stupid'],['たい'],[],,,,,
駑,15,,,,,"['Slow Horse', 'Foolish Fellow']",['ど'],['にぶ.い'],,,,,
駭,16,,,,,['Be Surprised'],"['がい', 'かい']","['おどろ.く', 'おどろ.かす']",,,,,
駮,16,,,,,['Spots'],"['かく', 'はく']","['ぶち', 'まだら']",,,,,
駱,16,,,,,['White Horse'],['らく'],['かわらげ'],,,,,
駲,16,,,,,"[""Horse's Buttocks"", ""Horse's Tail""]","['しゅう', 'じゅん']",[],,,,,
駻,17,,,,,"['Rage', 'Run Wild']",['かん'],[],,,,,
駸,17,,,,,"['Speed', 'Horses Running']",['しん'],[],,,,,
騁,17,,,,,"['Run Fast', 'Gallop', 'As One Pleases']",['てい'],['はせ.る'],,,,,
騏,18,,,,,['Fast Horse'],['き'],[],,,,,
騅,18,,,,,['Grey Horse'],['すい'],['あしげ'],,,,,
駢,16,,,,,['Two-horse Carriage'],['へん'],['なら.ぶ'],,,,,
騙,19,,,,,['Deceive'],['へん'],"['かた.る', 'だま.す']",,,,,
騫,20,,,,,"['Lift Up', 'Err', 'Hopping']",['けん'],[],,,,,
騷,20,10.0,,,,"['Harass', 'Bother', 'Annoy', 'Disturb', 'Agitate', 'Sad', 'Grieved']",['そう'],"['さわ.ぐ', 'うれい', 'さわが.しい']",,,,,
驅,21,,,,,"['Spur A Horse On', 'Expel', 'Drive Away']",['く'],"['か.ける', 'か.る']",,,,,
驂,21,,,,,['Extra Driver Or Horse'],['さん'],['そえうま'],,,,,
驀,20,,,,,['Going Straight Forward'],['ばく'],[],,,,,
驃,21,,,,,['White Horse'],['ひょう'],[],,,,,
騾,21,,,,,['Mule'],['ら'],[],,,,,
驕,22,,,,,"['Pride', 'Haughtiness']",['きょう'],['おご.る'],,,,,
驍,22,9.0,,,,"['Strong', 'Good Horse', 'Gallant', 'Brave', 'Ferocious']","['ぎょう', 'きょう']","['たけし', 'つよ.い']",,,,,
驛,23,,,,,['Station'],['えき'],[],,,,,
驗,23,10.0,,,,"['Verification', 'Effect', 'Testing']","['けん', 'げん']","['あかし', 'しるし', 'ため.す', 'ためし']",,,,,
驟,24,,,,,"['Run', 'Suddenly']",['しゅう'],"['にわか', 'はせ.る']",,,,,
驢,26,,,,,['Donkey'],"['ろ', 'りょ']",['うさぎうま'],,,,,
驥,26,,,,,"['Fast Horse', 'Talent']",['き'],[],,,,,
驤,27,,,,,"[""Lift One's Head""]","['じょう', 'しょう']",['あ.がる'],,,,,
驩,27,,,,,"['Greetings', 'Be Happy', 'Celebrate']",['かん'],['よろこ.ぶ'],,,,,
驫,30,,,,,['Many Horses'],['しょう'],[],,,,,
驪,29,,,,,['Black Horse'],"['り', 'れい']",[],,,,,
骭,13,,,,,"['Leg', 'Shin']",['かん'],['はぎ'],,,,,
骰,14,,,,,"['Dice', 'Bones']",['とう'],['さい'],,,,,
骼,16,,,,,['Bleached Bones'],['かく'],[],,,,,
髀,18,,,,,['Thigh'],"['ひ', 'へい']",['もも'],,,,,
髏,21,,,,,['Skull'],['ろ'],[],,,,,
髑,23,,,,,['Skull'],"['どく', 'とく']",[],,,,,
髓,23,,,,,"['Marrow', 'Pith']",['ずい'],[],,,,,
體,23,,,,,"['The Body', 'Substance', 'Object', 'Reality']","['たい', 'てい']","['からだ', 'かたち']",,,,,
髞,23,,,,,"['Hurry', 'High']",['そう'],[],,,,,
髟,10,,,,,"['Hair Hanging Long', 'Mane', 'Long Hair Radical (no.190)']","['ひゅう', 'ひょう']",[],,,,,
髢,13,,,,,['Wig'],"['てい', 'せき']",['かもじ'],,,,,
髣,14,,,,,['Dimly'],['ほう'],[],,,,,
髦,14,,,,,"['Bangs', 'Long Hair', 'Excellence']","['ぼう', 'もう']",['たれがみ'],,,,,
髯,15,,,,,"['Beard', 'Mustache']",['ぜん'],['ひげ'],,,,,
髫,15,,,,,"[""Children's Long Hair"", 'Small Child']",['ちょう'],"['うな.る', 'うな.い']",,,,,
髮,15,10.0,,,,['Hair'],['はつ'],['かみ'],,,,,
髴,15,,,,,['Dimly'],['ふつ'],[],,,,,
髱,15,,,,,"['Topknot', 'Bun', 'Coiled Hairknot']",['ほう'],['たぼ'],,,,,
髷,16,,,,,['Topknot'],['きょく'],"['まげ', 'わげ']",,,,,
髻,16,,,,,['Samurai Topknot'],"['けい', 'きつ']","['たぶさ', 'みずら', 'もとどり']",,,,,
鬆,18,,,,,"['Loose', 'Dishevelled', 'Pore', 'Cavity In Overboiled Daikon']","['しょう', 'そう', 'しゅ']",[],,,,,
鬘,21,,,,,"['Wig', 'Hair Piece']","['ばん', 'まん']",['かつら'],,,,,
鬚,22,,,,,"['Beard', 'Mustache']","['しゅ', 'す']",['ひげ'],,,,,
鬟,23,,,,,"['Topknot', 'Chignon', 'Male Hairstyle Of Looped Ponytails']",['かん'],"['わげ', 'みずら']",,,,,
鬢,24,,,,,['Sideburns'],"['びん', 'ひん']",[],,,,,
鬣,25,,,,,['Mane'],['りょう'],['たてがみ'],,,,,
