Kanji,strokes,grade,freq,jlpt_old,jlpt_new,meanings,readings_on,readings_kun,wk_level,wk_meanings,wk_readings_on,wk_readings_kun,wk_radicals
謖,17,,,,,['Arise'],"['しょく', 'しゅく']",['た.つ'],,,,,
謐,17,,,,,['Quiet'],['ひつ'],['しずか'],,,,,
謗,17,,,,,"['Slander', 'Disparage', 'Censure', 'Criticize']","['ぼう', 'ほう']",['そし.る'],,,,,
謠,17,10.0,,,,"['Chant (esp. Noh)', 'Folksong', 'Ballad']",['よう'],"['うた.う', 'うた']",,,,,
謳,18,,2492.0,,,"['Extol', 'Declare', 'Express']","['おう', 'う']",['うた.う'],,,,,
鞫,18,,,,,['Investigate A Crime'],['きく'],[],,,,,
謦,18,,,,,['Coughing'],['けい'],['しわぶき'],,,,,
謫,18,,,,,['Crime'],"['たく', 'ちゃく']","['せ.める', 'とが.める']",,,,,
謾,18,,,,,['Despise'],"['まん', 'ばん']","['あざむ.く', 'あなど.る']",,,,,
謨,17,,,,,"['Plan', 'Deliberate']","['ぼ', 'も']",['はか.る'],,,,,
譁,17,,,,,['Noisy'],"['か', 'け']",['かまびす.しい'],,,,,
譌,19,,,,,"['Accent', 'Dialect']",['か'],"['なま.る', 'あやま.る']",,,,,
譏,19,,,,,"['Slander', 'Disparage', 'Censure', 'Criticize']",['き'],['そし.る'],,,,,
譎,19,,,,,['Deceive'],"['けつ', 'きつ']","['いつわ.る', 'いつわ.り']",,,,,
證,19,,,,,"['Proof', 'Evidence', 'Certificate', 'Testify', 'Verify', 'Guarantee', 'Witness']",['しょう'],['あかし'],,,,,
譖,21,,,,,['Slander'],"['しん', 'せん']",['そし.る'],,,,,
譛,19,,,,,"['Slander', 'False Accusation']","['しん', 'せん']",['そし.る'],,,,,
譚,19,,,,,['Talk'],['たん'],['はなし'],,,,,
譫,20,,,,,['Delirious Talk'],"['とう', 'せん', 'たん']","['うわごと', 'たわごと', 'うるさくしゃべ.る']",,,,,
譟,20,,,,,"['Shout', 'Be Noisy']",['そう'],['さわ.ぐ'],,,,,
譬,20,,,,,['Illustrate'],['ひ'],"['たと.える', 'たと.え']",,,,,
譯,20,,,,,"['Translate', 'Decode', 'Encode']",['やく'],['わけ'],,,,,
譴,21,,,,,['Reproach'],['けん'],['せめ.る'],,,,,
譽,20,,,,,"['Fame', 'Reputation', 'Praise']",['よ'],"['ほ.まれ', 'ほ.める']",,,,,
讀,22,,,,,"['Read', 'Study', 'Pronounce']","['どく', 'とく', 'とう']",['よ.む'],,,,,
讌,23,,,,,['Banquet'],['えん'],['うたげ'],,,,,
讎,23,,,,,"['Enemy', 'Revenge']",['しゅう'],"['あだ', 'かたき']",,,,,
讒,24,,,,,['Defamation'],"['ざん', 'さん']",['そし.る'],,,,,
讓,24,10.0,,,,"['Allow', 'Permit', 'Yield', 'Concede']",['じょう'],['ゆず.る'],,,,,
讖,24,,,,,['Omen'],['しん'],[],,,,,
讙,24,,,,,"['Noisy', 'Disputatious']","['かん', 'けん']",['かまびす.しい'],,,,,
讚,26,,,,,"['Praise', 'Picture Title']",['さん'],"['ほ.める', 'たた.える']",,,,,
谺,12,,,,,['Tree Spirit'],"['こ', 'か']",['こだま'],,,,,
豁,17,,,,,['Empty'],['かつ'],"['ひら.ける', 'ひろ.い']",,,,,
谿,17,,,,,['Valley'],['けい'],"['たに', 'たにがわ']",,,,,
豈,10,,,,,['An Interjection Of Surprise'],"['かい', 'がい', 'き']",['あに'],,,,,
豌,15,,,,,['Pea'],"['えん', 'わん']",[],,,,,
豎,16,,,,,"['Vertical', 'Child']",['じゅ'],"['たて', 'た.てる', 'こども']",,,,,
豐,18,,,,,"['Bountiful', 'Excellent', 'Rich']","['ほう', 'ぶ']","['ゆた.か', 'とよ']",,,,,
豕,7,,,,,"['Pig', 'Hog', 'Pig Radical (no. 152)']",['し'],[],,,,,
豢,13,,,,,['Raising Domestic Animals'],"['けん', 'かん']",['やしな.う'],,,,,
豬,16,,,,,"['Pig', 'Hog']",['ちょ'],"['い', 'いのしし']",,,,,
豸,7,,,,,"['Snake', 'Legless Insect', 'Badger Or Clawed Dog Radical (no. 153)']","['たい', 'ち']",[],,,,,
豺,10,,,,,['Jackal'],['さい'],['やまいぬ'],,,,,
貂,12,,,,,"['Marten', 'Sable']",['ちょう'],['てん'],,,,,
貉,13,,,,,['Badger'],"['かく', 'はく']",['むじな'],,,,,
貅,13,,,,,['Brave Heraldic Beast'],['きゅう'],[],,,,,
貊,13,,,,,['Barbarians'],"['はく', 'みゃく']",['えびす'],,,,,
貍,14,,,,,['A Fox-like Animal'],"['り', 'らい']",['たぬき'],,,,,
貎,15,,,,,"['Lion', 'Wild Beast', 'Wild Horse']",['げい'],[],,,,,
貔,17,,,,,['Brave Heraldic Beast'],['ひ'],[],,,,,
豼,11,,,,,['Brave Heraldic Beast'],['ひ'],[],,,,,
貘,17,,,,,['Tapir'],"['ばく', 'みゃく']",[],,,,,
戝,11,,,,,"['Pirate', 'Thief']","['ざい', 'さい', 'ぞく']",[],,,,,
貭,11,,,,,"['Matter', 'Material', 'Substance']","['しつ', 'しち', 'ち']","['たち', 'ただ.す', 'もと', 'わりふ']",,,,,
貪,11,8.0,,,,"['Covet', 'Indulge In']","['たん', 'どん', 'とん']",['むさぼ.る'],,,,,
貽,12,,,,,"['Leave Behind', 'Gift']",['い'],['おく.る'],,,,,
貲,13,,,,,"['Treasure', 'Assets', 'Pay A Fine']",['し'],['たから'],,,,,
貳,12,,,,,['Two'],"['に', 'じ']","['ふた.つ', 'そえ']",,,,,
貮,11,,,,,['Number Two'],"['に', 'じ']","['ふた.つ', 'そえ']",,,,,
貶,11,,,,,"['Degrade', 'Disparage', 'Belittle', 'Demote']",['へん'],"['けな.す', 'おとし.める', 'おと.す']",,,,,
賈,13,,,,,"['Buy', 'Tradesman']","['こ', 'か']","['あきな.い', 'あきな.う', 'う.る', 'か.う']",,,,,
賁,12,,,,,['Decorate'],"['ふん', 'ひ', 'ほん']",[],,,,,
賤,15,,,,,"['Despise', 'Low-life', 'Poverty']","['せん', 'ぜん']","['いや.しい', 'いや.しむ', 'しず', 'やす.い']",,,,,
賣,15,10.0,,,,"['Sell', 'Betray', 'Show Off']",['ばい'],"['う.る', 'う.れる']",,,,,
賚,15,,,,,['Gift'],['らい'],"['たま.う', 'たまもの']",,,,,
賽,17,,,,,"['Dice', 'Temple Visit']",['さい'],[],,,,,
賺,17,,,,,['Coax'],"['たん', 'れん']",['すか.す'],,,,,
賻,17,,,,,['Condolence Gift'],['ふ'],[],,,,,
贄,18,,,,,"['Offering', 'Sacrifice']",['し'],['にえ'],,,,,
贊,19,,,,,"['Help', 'Support', 'Assist', 'Aid']",['さん'],"['たす.ける', 'たた.える']",,,,,
贇,19,,,,,['Beautiful'],['いん'],[],,,,,
贏,20,,,,,"['Victory', 'Surplus']",['えい'],['あまり'],,,,,
贍,20,,,,,"['Have Enough Of', 'Add To']",['せん'],['すく.う'],,,,,
贐,21,,,,,"['Going Away Present', 'Parting Gift']",['しん'],['はなむけ'],,,,,
齎,21,,,,,"['Bring', 'Take', 'Bring About']","['せい', 'さい', 'し']","['もたら.す', 'もた.らす']",,,,,
贓,22,,,,,['Bribery'],['そう'],[],,,,,
賍,13,,,,,['Bribery'],['そう'],[],,,,,
贔,21,,,,,"['Strength', 'Power']",['ひ'],[],,,,,
贖,22,,,,,['Redeem'],['しょく'],['あがな.う'],,,,,
赧,12,,,,,['Get Red'],['たん'],['あから.める'],,,,,
赭,16,,,,,['Red'],['しゃ'],['あかつち'],,,,,
赱,7,,,,,"['Walk', 'Go On Foot', 'Run', 'Leave']",['そう'],['はし.る'],,,,,
赳,10,9.0,2114.0,1.0,1.0,['Strong And Brave'],['きゅう'],[],,,,,
趁,12,,,,,"['Go To', 'Follow']",['ちん'],['お.う'],,,,,
趙,14,,1522.0,,,"['Nimble', 'Late-going']","['ちょう', 'じょう', 'きょう']",[],,,,,
跂,11,,,,,['Stand On Tiptoes'],['き'],"['つまだ.つ', 'むつゆび']",,,,,
趾,11,,,,,"['Footprint', 'Remains']",['し'],"['あと', 'はや.い']",,,,,
趺,11,,,,,"['Foot', 'Calyx', 'Sitting In The Lotus Position']","['し', 'ふ']",['あし'],,,,,
跏,12,,,,,['Sitting In The Lotus Position'],['か'],[],,,,,
跚,12,,,,,"['Stagger', 'Reel', 'Stumble']",['さん'],[],,,,,
跖,12,,,,,['Sole Of The Foot'],['せき'],['あしのうら'],,,,,
跌,12,,,,,['Stumble'],['てつ'],"['あやまつ', 'つまず.く']",,,,,
跛,12,,,,,"['Lame', 'Lameness', 'Odd Shoe']","['は', 'ひ']","['びっこ', 'ちんば']",,,,,
跋,12,,,,,"['Epilogue', 'Postscript']","['はつ', 'ばつ']","['おくがき', 'ふ.む']",,,,,
跪,13,,,,,['Kneel'],['き'],['ひざまず.く'],,,,,
跫,13,,,,,['Sound Of Footsteps'],['きょう'],[],,,,,
跟,13,,,,,['Heel'],['こん'],['くび.す'],,,,,
跣,13,,,,,['Barefooted'],['せん'],['はだし'],,,,,
跼,14,,,,,"['Bow', 'Stoop', 'Bend Over', 'Crouch']",['きょく'],"['こご.む', 'くぐま.る', 'かが.む', 'せぐく.まる']",,,,,
踈,14,,,,,"['Neglect', 'Careless', 'Lax']","['そ', 'しょ']","['うと.い', 'うと.む', 'まば.ら']",,,,,
踉,14,,,,,"['Stagger', 'Falter']","['ろう', 'りょう']",[],,,,,
跿,14,,,,,['Barefoot'],['と'],[],,,,,
踝,15,,,,,['Ankle'],['か'],['くるぶし'],,,,,
踞,15,,,,,"['Crouch', 'Cower']","['きょ', 'こ']",['うずく.まる'],,,,,
踐,15,,,,,"['Step On', 'Trample', 'Practice', 'Carry Through']",['せん'],['ふ.む'],,,,,
踟,15,,,,,['Hesitate'],['ち'],[],,,,,
蹂,16,,,,,['Step On'],['じゅう'],['ふ.む'],,,,,
踵,16,,,,,['Heel'],['しょう'],"['かかと', 'くび.す', 'きび.す', 'つ.ぐ']",,,,,
踰,16,,,,,['Go Beyond'],"['ゆ', 'よう']",['こ.える'],,,,,
踴,16,,,,,"['Jump', 'Dance', 'Leap', 'Skip']",['よう'],['おど.る'],,,,,
蹊,17,,,,,['Path'],['けい'],"['みち', 'わた.る']",,,,,
蹇,17,,,,,['Cripple'],['けん'],"['いざ.る', 'あしなえ', 'なや.む']",,,,,
蹉,17,,,,,['Stumble'],['さ'],['つまず.く'],,,,,
蹌,17,,,,,"['Move', 'Stagger']","['そう', 'しょう']","['うご.く', 'よろ.めく']",,,,,
蹐,17,,,,,['Stealthy Footsteps'],['せき'],[],,,,,
蹈,17,,,,,"['Step On', 'Trample', 'Carry Through', 'Appraise', 'Evade Payment']",['とう'],['ふ.む'],,,,,
蹙,18,,,,,"['A Tight Place', 'Scowl', 'Approaching']","['しゅく', 'せき']",['せ.まる'],,,,,
蹤,18,,,,,"['Footprints', 'Traces', 'Tracks']",['しょう'],['あと'],,,,,
蹠,18,,,,,['Sole Of Foot'],['せき'],"['あしうら', 'あしのうら']",,,,,
踪,15,8.0,,,,"['Remains', 'Clue', 'Footprint']","['そう', 'しょう']",['あと'],,,,,
蹣,18,,,,,"['Staggering', 'Tottering']","['まん', 'はん']",['よろ.めく'],,,,,
蹕,18,,,,,['One Who Preceeds King In Procession'],['ひつ'],['さきばらい'],,,,,
蹶,19,,,,,['Stumble'],"['けつ', 'けい']","['たお.れる', 'つまず.く']",,,,,
蹲,19,,,,,"['Crouch', 'Squat', 'Cower']","['そん', 'しゅん']","['つくば.う', 'うずくま.る']",,,,,
蹼,19,,,,,"['Webfoot', 'Web']","['ぼく', 'ほく']",['みずかき'],,,,,
躁,20,,,,,['Noisy'],['そう'],['さわ.ぐ'],,,,,
躇,19,,,,,['Hesitate'],"['ちょ', 'ちゃく']",['ためら.う'],,,,,
躅,20,,,,,"['Tap With The Feet', 'Ruins']","['ちょく', 'たく']",[],,,,,
躄,20,,,,,"['Crawl', 'Cripple']",['へき'],"['いざ.る', 'いざ.り']",,,,,
躋,21,,,,,['Climb'],"['せい', 'さい']",['のぼ.る'],,,,,
躊,21,,,,,['Hesitate'],"['ちゅう', 'ちゅ', 'しゅう', 'じゅ']",['ためら.う'],,,,,
躓,22,,,,,['Stumble'],['ち'],['つまず.く'],,,,,
躑,22,,,,,"['Squat', 'Sit On Heels', 'Loiter']",['てき'],"['しゃが.む', 'たちもとお.る']",,,,,
躔,22,,,,,['Movement Of The Sun/moon Through The Heavens'],['てん'],['ふ.む'],,,,,
躙,23,,,,,"['Edge Forward', 'Trample']",['りん'],"['にじ.る', 'ふ.む']",,,,,
躪,26,,,,,"['Edge Forward', 'Trample']",['りん'],"['にじ.る', 'ふ.む']",,,,,
躡,25,,,,,['Step On'],['じょう'],['ふ.む'],,,,,
躬,10,,,,,"['Body', 'Self']","['きゅう', 'きょう']",['み'],,,,,
躰,12,,,,,"['The Body', 'Substance', 'Object', 'Reality']","['たい', 'てい']","['からだ', 'かたち']",,,,,
軆,20,,,,,"['Body', 'Group', 'Class', 'Unit']","['たい', 'てい']","['からだ', 'かたち']",,,,,
躱,13,,,,,"['Dodge', 'Parry', 'Avoid']",['た'],['かわ.す'],,,,,
躾,16,,,,,"['Training', '(kokuji)']",[],"['しつ.ける', 'しつけ']",,,,,
軅,19,,,,,"['Soon After', 'Presently', 'Almost', 'All But', 'No More Than', 'After All', 'Falcoln', 'Hawk']",[],"['やがて', 'たか']",,,,,
軈,24,,,,,"['Soon After', 'Presently', 'Almost', 'All But', 'No More Than', 'After All', '(kokuji)']",[],['やがて'],,,,,
軋,8,,,,,"['Squeak', 'Creak', 'Grate']",['あつ'],"['きし.る', 'きし.む']",,,,,
軛,11,,,,,['Yoke'],"['やく', 'あく']",['くびき'],,,,,
軣,11,,,,,"['Rumble', 'Explosion', 'Blast']",['こう'],"['とどろ.かす', 'とどろ.く']",,,,,
軼,12,,,,,['Pass Along'],"['いつ', 'てつ']",['すぎ.る'],,,,,
軻,12,,,,,['Difficult Progress'],['か'],[],,,,,
軫,12,,,,,"['Sad', 'Revolve']",['しん'],['よこぎ'],,,,,
軾,13,,,,,['Front Railing On A Carriage'],"['しょく', 'しき']",['しきみ'],,,,,
輊,13,,,,,['Low'],['ち'],[],,,,,
輅,13,,,,,['Carriage'],['ろ'],['くるま'],,,,,
輕,14,,,,,"['Light', 'Easy', 'Simple', 'Gentle']",['けい'],"['かる.い', 'かろ.やか', 'かろ.んじる']",,,,,
輒,14,,,,,"['Promptly', 'Easily', 'I.e.']",['ちょう'],"['すなわち', 'わきぎ']",,,,,
輙,15,,,,,['Sides Of Chariot Were Weapons'],['ちょう'],"['すなわち', 'わきぎ']",,,,,
輓,14,,,,,['Pull'],['ばん'],"['おそ.い', 'ひ.く']",,,,,
輜,15,,,,,"['Wagon', 'Dray', 'Canopied Cart']",['し'],"['こにだ', 'ほろぐるま', 'にぐるま']",,,,,
輟,15,,,,,"['Stop', 'Mend']",['てつ'],['や.める'],,,,,
輛,15,,,,,['Counter For Large Vehicles'],['りょう'],[],,,,,
輌,13,,,,,['Numerary Adjunct For Vehicles'],['りょう'],[],,,,,
輦,15,,,,,['Palanquin'],['れん'],"['たごし', 'てぐるま']",,,,,
輳,16,,,,,['Gather'],['そう'],['あつ.まる'],,,,,
輻,16,,,,,['Spoke (wheel)'],['ふく'],['や'],,,,,
輹,16,,,,,['Connection Between Axle And Carriage'],['ふく'],['とこしばり'],,,,,
轅,17,,,,,['Shaft'],['えん'],['ながえ'],,,,,
轂,17,,,,,['Hub (of Wheel)'],['こく'],['こしき'],,,,,
輾,17,,,,,['Squeak'],"['てん', 'ねん']","['きし.る', 'めぐ.る']",,,,,
轌,18,,,,,"['Sleigh', 'Sled', '(kokuji)']",[],['そり'],,,,,
轉,18,10.0,,,,"['Shift', 'Move', 'Turn']",['てん'],"['ころ.がる', 'ころ.げる', 'ころ.がす', 'ころ.ぶ', 'まろ.ぶ', 'うたた', 'うつ.る']",,,,,
轆,18,,,,,"['Pulley', 'Roller']",['ろく'],['ころ'],,,,,
轎,19,,,,,"['Palanquin', 'Litter']",['きょう'],['かご'],,,,,
轗,20,,,,,"['Difficulty', 'Misfortune']","['かん', 'こん']",[],,,,,
轜,21,,,,,['Hearse'],['じ'],"['ひつぎぐるま', 'じしゃ']",,,,,
轢,22,,,,,['Run Over'],['れき'],"['ひ.く', 'きし.る']",,,,,
轣,23,,,,,['Creaking Sound'],['れき'],[],,,,,
轤,23,,,,,['Pulley'],['ろ'],[],,,,,
辜,12,,,,,"['Sin', 'Crime']",['こ'],['つみ'],,,,,
辟,13,,,,,"['False', 'Punish', 'Crime', 'Law']","['へき', 'ひ']","['きみ', 'ひら.く', 'め.す']",,,,,
辣,14,8.0,,,,"['Pungent', 'Spicy', 'Harsh', 'Cruel', 'Severe']",['らつ'],['から.い'],,,,,
辭,19,,,,,"['Words', 'Speech', 'Expression', 'Phrase']",['じ'],['や.める'],,,,,
辯,21,,,,,"['Speech', 'Dialect']","['べん', 'へん']","['わきま.える', 'わ.ける', 'はなびら', 'あらそ.う']",,,,,
辷,5,,,,,"['Glide', 'Skate', 'Slip', 'Fail In Exams', '(kokuji)']",[],"['すべ.る', 'すべ.らす']",,,,,
迚,8,,,,,"['Some Way Or Other', 'Very', '(kokuji)']",[],['とても'],,,,,
迥,9,,,,,"['Far', 'Distant']","['けい', 'ぎょう']",['はるか'],,,,,
迢,9,,,,,"['Far Off', 'Distant']","['ちょ', 'ちょう']",[],,,,,
迪,8,9.0,,1.0,1.0,"['Edify', 'Way', 'Path']",['てき'],"['みち', 'みちび.く', 'すす.む', 'いた.る']",,,,,
迯,9,,,,,"['Escape', 'Flee', 'Abscond', 'Dodge']",['とう'],"['に.げる', 'に.がす', 'のが.す', 'のが.れる']",,,,,
邇,18,,,,,"['Approach', 'Near', 'Close']","['じ', 'に']",['ちか.い'],,,,,
迴,10,,,,,['Go Around'],"['かい', 'え']",[],,,,,
逅,10,,,,,['Meet'],['こう'],"['あ.う', 'まみ.える']",,,,,
迹,10,,,,,"['Mark', 'Print', 'Impression']","['せき', 'しゃく']",['あと'],,,,,
迺,10,,,,,"['In Other Words', 'Thou', 'You', 'Possessive Particle']","['ない', 'だい', 'あい']","['の', 'すなわ.ち', 'なんじ']",,,,,
逑,11,,,,,"['Pair', 'Gather', 'Meet']",['きゅう'],['つれあ.い'],,,,,
逕,11,,,,,['Path'],['けい'],"['みち', 'こみち', 'さしわたし', 'ただちに']",,,,,
逡,11,,,,,"['Saunter', 'Go Back']",['しゅん'],['しりぞ.く'],,,,,
逍,11,,,,,"['Saunter', 'Loaf']",['しょう'],[],,,,,
逞,11,9.0,,,,"['Sturdy', 'Brawny', 'Bold']",['てい'],['たくま.しい'],,,,,
逖,11,,,,,['Far'],['てき'],['とお.い'],,,,,
逋,11,,,,,['Flee'],"['ほ', 'ふ']",['のが.れる'],,,,,
逧,11,,,,,"['Ravine', 'Valley', '(kokuji)']",[],"['さこ', 'せこ']",,,,,
逶,12,,,,,"['Long', 'Winding', 'Oblique']",['い'],[],,,,,
逵,12,,,,,['Broad Road'],['き'],['おおじ'],,,,,
逹,12,,,,,"['Arrive At', 'Reach', 'Intelligent']","['たつ', 'だ']",['-たち'],,,,,
迸,10,,,,,"['Gush Out', 'Spurt']","['ほう', 'ひょう']","['ほとばし.る', 'はし.る']",,,,,
遏,12,,,,,"['Stop', 'Suppress']",['あつ'],"['とど.める', 'と.める']",,,,,
遐,13,,,,,['Distant'],['か'],"['とお.い', 'なんぞ']",,,,,
遑,13,,,,,['Leisure'],"['かん', 'こう']","['いとま', 'ひま']",,,,,
遒,13,,,,,"['Strong', 'Powerful']",['しゅう'],"['せま.る', 'つよ.い']",,,,,
逎,11,,,,,"['Strong', 'Unyielding', 'Forceful']",['しゅう'],"['せま.る', 'つよ.い']",,,,,
遉,13,,,,,['As Might Be Expected'],['てい'],"['うかが.う', 'さすが']",,,,,
逾,13,,,,,"['Pass', 'Go Beyond']",['ゆ'],"['いよいよ', 'こ.える']",,,,,
遖,13,,,,,"['Bravo', 'Admirable', '(kokuji)']",[],['あっぱれ'],,,,,
遘,14,,,,,['Meet'],['こう'],"['あ.う', 'まみ.える']",,,,,
遞,14,,,,,"['Hand Over', 'Deliver', 'Substitute']",['てい'],"['かわ.る', 'たがいに']",,,,,
遨,15,,,,,"['Play', 'Enjoyment']",['ごう'],['あそ.ぶ'],,,,,
遯,15,,,,,"['Deceive', 'Hide', 'Conceal', 'Flee']",['とん'],['のが.れる'],,,,,
遶,16,,,,,['Surround'],"['にょう', 'じょう']",['めぐ.る'],,,,,
隨,16,,,,,['At The Mercy Of (the Waves)'],['ずい'],"['まにまに', 'したが.う']",,,,,
遲,16,,,,,"['Late', 'Tardy', 'Slow', 'Delay']",['ち'],"['おく.れる', 'おく.らす', 'おそ.い']",,,,,
邂,17,,,,,['Meet Unexpectedly'],['かい'],['あ.う'],,,,,
遽,17,,,,,"['Fear', 'Agitation', 'Confusion', 'Hurry']",['きょ'],"['あわ.てる', 'あわただ.しい', 'すみやか', 'にわか']",,,,,
邁,17,,,,,"['Go', 'Excel']","['まい', 'ばい']",['ゆ.く'],,,,,
邀,17,,,,,"['Go To Meet', 'Call']",['よう'],"['むか.える', 'もと.める']",,,,,
邊,19,,,,,"['Edge', 'Margin', 'Side', 'Border']",['へん'],"['あた.り', 'ほと.り', '-べ']",,,,,
邉,18,,,,,"['Edge', 'Margin', 'Side', 'Border']",['へん'],"['あた.り', 'ほと.り', '-べ']",,,,,
邏,23,,,,,"['Go Around', 'Conceal']",['ら'],['めぐ.る'],,,,,
邨,7,,,,,"['Village', 'Hamlet', 'Rustic']",['そん'],['むら'],,,,,
邯,8,,,,,"['Place Name', 'Tree Cricket']",['かん'],[],,,,,
邱,8,,,,,['Hill'],['きゅう'],['おか'],,,,,
邵,8,,,,,['Place Name'],['しょう'],[],,,,,
郢,10,,,,,['Place Name'],['えい'],[],,,,,
郤,10,,,,,"['Crevice', 'Interstice']","['げき', 'きゃく', 'けき']",[],,,,,
扈,11,,,,,['Follow'],['こ'],['したが.う'],,,,,
郛,10,,,,,['Earthwork Enclosure Around A Castle'],['ふ'],['くるわ'],,,,,
鄂,12,,,,,"['Place Name', 'Frankly']",['がく'],[],,,,,
鄒,13,,2283.0,,,['Place Name'],"['すう', 'しゅ', 'しゅう']",[],,,,,
鄙,14,,,,,"['Lowly', 'The Country', 'The Countryside', 'Be Countrified']",['ひ'],"['ひな', 'ひな.びる', 'いや.しい']",,,,,
鄲,15,,,,,['Place Name'],['たん'],[],,,,,
鄰,16,,,,,"['Neighbor', 'Neighborhood']",['りん'],"['とな.る', 'となり']",,,,,
酊,9,,,,,['Intoxication'],['てい'],['よう'],,,,,
酖,11,,,,,"['Addiction', 'Poison']","['たん', 'ちん']",['ふ.ける'],,,,,
酘,11,,,,,"['Rebrew', 'Ferment Again']",['とう'],[],,,,,
酣,12,,,,,"['Height Of', 'Thick Of', 'Full Swing']",['かん'],['たけなわ'],,,,,
酥,12,,,,,['Milk'],['そ'],[],,,,,
酩,13,,,,,['Sweet Sake'],['めい'],['よう'],,,,,
酳,14,,,,,"['Drunken Babbling', 'Offer']","['しん', 'いん']",[],,,,,
酲,14,,,,,['Hangover'],['てい'],[],,,,,
醋,15,,,,,['Vinegar'],['さく'],['す'],,,,,
醉,15,10.0,,,,"['Get Drunk', 'Feel Sick', 'Poisoned', 'Elated', 'Spellbound']",['すい'],"['よ.う', 'よ.い']",,,,,
醂,15,,,,,"['Remove Astringency', 'Bleach In Water']","['らん', 'りん']","['あわ.す', 'さわ.す']",,,,,
醢,17,,,,,['Salted Meat'],['かい'],"['ひしお', 'ししびしお', 'しおから']",,,,,
醫,18,,,,,['Medicine'],['い'],"['い.やす', 'い.する', 'くすし']",,,,,
醯,19,,,,,['Vinegar'],"['けい', 'かい']",[],,,,,
醪,18,,,,,['Unrefined Sake Or Shoyu'],['ろう'],"['もろみ', 'にごりざけ']",,,,,
醵,20,,,,,['Contribution For A Feast (potluck)'],['きょ'],[],,,,,
醴,20,,,,,['Sweet Sake'],"['れい', 'らい']",['あまざけ'],,,,,
醺,21,,,,,['Hunger'],['くん'],['よう'],,,,,
釀,24,10.0,,,,"['Brew', 'Cause']",['じょう'],['かも.す'],,,,,
釁,25,,,,,['Smear With Blood'],['きん'],"['ちぬ.る', 'すき', 'ひま']",,,,,
釉,12,9.0,,,,"['Glaze', 'Enamel']",['ゆう'],['うわぐすり'],,,,,
釋,20,,,,,['Explain'],"['しゃく', 'せき']","['とく', 'す.てる', 'ゆる.す']",,,,,
釐,18,,,,,"['Few', 'Tenth Of A Bu']",['り'],"['おさ.める', 'さいわ.い', 'りん']",,,,,
釖,10,,,,,"['Knife', 'Sword']",['とう'],"['かたな', 'そり']",,,,,
釟,10,,,,,"['Forge', 'Temper', 'Anneal']","['はち', 'はつ']",[],,,,,
釡,10,,,,,"['Kettle', 'Cauldron', 'Iron Pot']",['ふ'],['かま'],,,,,
釛,10,,,,,['Gold'],['こく'],['かね'],,,,,
釼,11,,,,,"['Sword', 'Dagger', 'Saber']",['けん'],['つるぎ'],,,,,
釵,11,,,,,['Ornamental Hairpin'],"['さい', 'さ']","['かざし', 'かんざし']",,,,,
釶,11,,,,,['Halberd'],['し'],[],,,,,
鈞,12,,,,,"['Equal', 'Important Point']",['きん'],['ひと.しい'],,,,,
釿,12,,,,,"['Hatchet', 'Adze']",['きん'],[],,,,,
鈔,12,,,,,"['Selection', 'Summary', '1/10 Shaku']",['しょう'],[],,,,,
鈬,12,,,,,"['Bell', 'Surname']",['たく'],[],,,,,
鈕,12,,,,,['Button'],"['ちゅう', 'じゅう']","['ぼたん', 'つまみ']",,,,,
鈑,12,,,,,['Sheet Metal'],"['ばん', 'はん']",[],,,,,
鉞,13,,,,,['Battleaxe'],['えつ'],['まさかり'],,,,,
鉗,13,,,,,['Shut Up'],"['けん', 'かん']","['つぐ.む', 'くびかせ']",,,,,
鉅,13,,,,,"['Big', 'Great']",['きょ'],['はがね'],,,,,
鉉,13,,,,,['Handle'],['けん'],['つ.る'],,,,,
鉤,13,,,,,"['Hook', 'Barb', 'Gaff', 'Brackets']","['こう', 'く']","['かぎ', 'はり', 'ばり']",,,,,
鉈,13,,,,,['Hatchet'],['しゃ'],"['なた', 'ほこ']",,,,,
銕,14,,2282.0,,,"['Iron', 'Strong', 'Solid', 'Firm']",['てつ'],['くろがね'],,,,,
鈿,13,,,,,['Ornamental Hairpiece'],"['でん', 'てん']",['かんざし'],,,,,
鉋,13,,,,,"[""Carpenter's Plane""]","['ほう', 'びょう']",['かんな'],,,,,
鉐,13,,,,,['Brass'],"['せき', 'じゃく']",[],,,,,
銜,14,,,,,"[""Horse's Bit""]",['かん'],"['くつわ', 'くわ.える']",,,,,
銖,14,,,,,"['Measuring Unit, 1/16 Of A Ryou', 'Percent', 'Small', 'Slight']",['しゅ'],[],,,,,
銓,14,,,,,"['Measure', 'Scales', 'Weigh']",['せん'],['はか.る'],,,,,
銛,14,,,,,"['Harpoon', 'Gaff']","['せん', 'てん']","['もり', 'すき']",,,,,
鉚,13,,,,,['Gold'],['りゅ'],['よいかね'],,,,,
鋏,15,,,,,['Scissors'],['きょう'],"['はさみ', 'はさ.む', 'つるぎ']",,,,,
銹,15,,,,,"['Rust', 'Tarnish']","['しゅ', 'しゅう']",['さび'],,,,,
銷,15,,,,,"['Erase', 'Shut (door)']","['しょう', 'そう']","['け.す', 'と.ける', 'かわ.す', 'とろ.かす']",,,,,
鋩,14,,,,,['Sword Point'],['ぼう'],"['ほこさき', 'きっさき', 'へさき']",,,,,
